         11712202430 function calls (11424169438 primitive calls) in 43014.864 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1538121    2.843    0.000    2.843    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetPossibleGradientTypes}
   512236    0.929    0.000    2.823    0.000 ops.py:5744(executing_eagerly_outside_functions)
  3057738    2.393    0.000    2.819    0.000 nest.py:81(_yield_value)
  7689973    2.810    0.000    2.810    0.000 iterator_ops.py:885(_serialize)
  1529024    2.781    0.000    2.781    0.000 {method 'extend' of 'google.protobuf.pyext._message.RepeatedScalarContainer' objects}
  9173243    2.774    0.000    2.774    0.000 tensor_shape.py:790(_v2_behavior)
   509698    0.983    0.000    2.768    0.000 tensor_shape.py:1166(is_fully_defined)
 12233352    2.753    0.000    2.753    0.000 errors_impl.py:86(message)
    40/32    0.000    0.000    2.746    0.086 utils.py:153(wrap_with_training_arg)
    40/32    0.000    0.000    2.742    0.086 tf_utils.py:42(smart_cond)
    40/32    0.000    0.000    2.742    0.086 smart_cond.py:27(smart_cond)
    40/32    0.000    0.000    2.742    0.086 utils.py:163(replace_training_and_call)
  2548796    2.720    0.000    2.720    0.000 function.py:484(<genexpr>)
       31    0.000    0.000    2.715    0.088 functional.py:367(call)
       31    0.002    0.000    2.715    0.088 functional.py:464(_run_internal_graph)
  1528940    2.715    0.000    2.715    0.000 func_graph.py:127(<listcomp>)
     20/4    0.000    0.000    2.712    0.678 layer_serialization.py:101(_get_serialized_attributes_internal)
  5605677    2.704    0.000    2.704    0.000 dataset_ops.py:348(options)
     20/4    0.001    0.000    2.703    0.676 save_impl.py:134(wrap_layer_functions)
  1019214    1.083    0.000    2.676    0.000 dataset_ops.py:2775(<lambda>)
       40    0.000    0.000    2.667    0.067 save_impl.py:495(add_function)
    56/40    0.001    0.000    2.653    0.066 save_impl.py:567(call_and_return_conditional_losses)
  3568487    2.136    0.000    2.649    0.000 function.py:422(<genexpr>)
  1538092    2.645    0.000    2.645    0.000 weakref.py:393(__getitem__)
   886276    1.168    0.000    2.639    0.000 iostream.py:307(_is_master_process)
   112/64    0.001    0.000    2.639    0.041 save_impl.py:541(__call__)
   509607    1.475    0.000    2.630    0.000 optimization_options.py:196(_autotune_settings)
  1528962    2.231    0.000    2.612    0.000 func_graph.py:491(variables)
  1023532    1.005    0.000    2.604    0.000 resource_variable_ops.py:246(_handle_graph)
  2574254    1.814    0.000    2.592    0.000 object_identity.py:128(_wrap_key)
  1528970    1.825    0.000    2.582    0.000 function.py:475(<listcomp>)
  7135643    2.570    0.000    2.570    0.000 {built-in method tensorflow.python._pywrap_utils.IsTypeSpec}
  5445977    2.552    0.000    2.552    0.000 {method 'split' of 'str' objects}
  3567330    2.548    0.000    2.548    0.000 distribution_strategy_context.py:337(_get_default_replica_mode)
       36    0.000    0.000    2.527    0.070 functional_saver.py:297(restore)
       36    0.000    0.000    2.526    0.070 functional_saver.py:310(restore_fn)
       36    0.002    0.000    2.525    0.070 functional_saver.py:80(restore)
  1529039    2.514    0.000    2.514    0.000 {built-in method tensorflow.python._pywrap_tf_session.SetRequireShapeInferenceFns}
    20/16    0.000    0.000    2.489    0.156 utils.py:169(<lambda>)
  2063708    2.479    0.000    2.479    0.000 trace.py:52(__init__)
  4077198    2.473    0.000    2.473    0.000 func_graph.py:97(<genexpr>)
       64    0.000    0.000    2.435    0.038 utils.py:66(return_outputs_and_add_losses)
  3057687    1.336    0.000    2.416    0.000 data_adapter.py:252(<genexpr>)
   509663    1.435    0.000    2.388    0.000 ops.py:5777(inside_function)
       94    0.001    0.000    2.367    0.025 util.py:264(restore_saveables)
  1529039    2.358    0.000    2.358    0.000 threading.py:74(RLock)
       36    0.001    0.000    2.351    0.065 gen_io_ops.py:1463(restore_v2)
       32    0.001    0.000    2.336    0.073 gen_io_ops.py:1538(restore_v2_eager_fallback)
   510228    0.988    0.000    2.315    0.000 execute.py:191(make_type)
  1019229    0.683    0.000    2.314    0.000 callbacks.py:237(<genexpr>)
  3057702    1.485    0.000    2.307    0.000 api.py:148(autograph_artifact)
  1019229    0.711    0.000    2.306    0.000 callbacks.py:239(<genexpr>)
   510384    1.595    0.000    2.279    0.000 tensor_util.py:986(is_tensor)
      9/1    0.000    0.000    2.271    2.271 base.py:203(restore)
      9/1    0.000    0.000    2.271    2.271 base.py:892(_restore_from_checkpoint_position)
  3057978    2.254    0.000    2.268    0.000 function.py:2421(<dictcomp>)
  1528901    1.695    0.000    2.246    0.000 function.py:2845(flat_input_signature)
   509607    0.531    0.000    2.245    0.000 dataset_ops.py:3493(_inputs)
  1546264    1.281    0.000    2.221    0.000 object_identity.py:54(__eq__)
   511835    2.187    0.000    2.188    0.000 variables.py:151(validate_synchronization_aggregation_trainable)
   509607    0.880    0.000    2.170    0.000 data_adapter.py:617(can_handle)
  3076032    2.167    0.000    2.167    0.000 iterator_ops.py:878(__init__)
  1019835    2.159    0.000    2.159    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeVariableAccessed}
   509607    1.387    0.000    2.132    0.000 callbacks.py:1038(__init__)
  3057894    2.132    0.000    2.132    0.000 tf_logging.py:93(get_logger)
  3499578    2.131    0.000    2.131    0.000 {built-in method _thread.allocate_lock}
  1528970    1.518    0.000    2.128    0.000 function.py:442(<listcomp>)
  4078078    2.116    0.000    2.116    0.000 op_def_library.py:46(_AttrValue)
  1528944    1.706    0.000    2.113    0.000 func_graph.py:1093(<listcomp>)
519024/509906    1.228    0.000    2.112    0.000 abc.py:196(__subclasscheck__)
  1528970    2.092    0.000    2.092    0.000 function.py:423(<listcomp>)
  1528944    1.776    0.000    2.087    0.000 func_graph.py:919(<listcomp>)
   509684    0.996    0.000    2.064    0.000 object_identity.py:137(__delitem__)
  1051182    1.716    0.000    2.059    0.000 callbacks.py:675(on_train_batch_end)
  7135052    2.056    0.000    2.056    0.000 base.py:662(_deferred_dependencies)
  6115284    2.049    0.000    2.049    0.000 dataset_ops.py:3387(output_structure)
  1012404    0.960    0.000    2.047    0.000 nest.py:1232(<listcomp>)
  1019214    1.554    0.000    2.044    0.000 dataset_ops.py:2809(<lambda>)
  4076856    2.017    0.000    2.017    0.000 dataset_ops.py:2960(_inputs)
  1538121    2.015    0.000    2.015    0.000 context.py:1056(function_call_options)
    77999    0.403    0.000    2.009    0.000 Hanabi.py:237(getHint)
  1528970    2.004    0.000    2.004    0.000 c_api_util.py:86(__init__)
  1019214    1.233    0.000    2.000    0.000 type_spec.py:501(<genexpr>)
  1528970    1.995    0.000    1.995    0.000 function.py:441(<listcomp>)
  1576773    1.641    0.000    1.949    0.000 callbacks.py:659(on_train_batch_begin)
   509607    0.521    0.000    1.945    0.000 data_adapter.py:756(can_handle)
      990    0.015    0.000    1.944    0.002 callbacks.py:397(on_epoch_end)
  4587237    1.938    0.000    1.938    0.000 context.py:818(device_spec)
  1562833    1.888    0.000    1.888    0.000 fromnumeric.py:3037(ndim)
  3057978    1.829    0.000    1.887    0.000 function.py:2427(<dictcomp>)
   506638    0.542    0.000    1.883    0.000 shape_base.py:220(_vhstack_dispatcher)
  7647674    1.881    0.000    1.881    0.000 {method 'values' of 'collections.OrderedDict' objects}
   509607    0.850    0.000    1.880    0.000 optimization_options.py:259(_graph_rewrite_configs)
   509683    1.145    0.000    1.865    0.000 monitoring.py:303(set)
  3076242    1.837    0.000    1.837    0.000 context.py:135(config_proto_serialized)
  1528945    1.474    0.000    1.829    0.000 object_identity.py:208(__len__)
  3076029    1.819    0.000    1.819    0.000 iterator_ops.py:820(element_spec)
  1529225    1.803    0.000    1.803    0.000 {method 'popitem' of 'collections.OrderedDict' objects}
   253314    1.068    0.000    1.756    0.000 Hanabi.py:277(<listcomp>)
512080/512076    1.547    0.000    1.750    0.000 data_structures.py:80(wrap_or_unwrap)
   509607    0.966    0.000    1.720    0.000 dataset_ops.py:3487(<listcomp>)
  1534543    1.697    0.000    1.697    0.000 {method 'isidentifier' of 'str' objects}
  2063708    1.682    0.000    1.682    0.000 trace.py:123(__exit__)
   509607    1.189    0.000    1.676    0.000 data_adapter.py:1239(_infer_steps)
   509847    1.444    0.000    1.659    0.000 {method 'sort' of 'list' objects}
  1528848    1.653    0.000    1.653    0.000 weakref.py:356(remove)
   509623    1.065    0.000    1.649    0.000 tensor_shape.py:215(__eq__)
   509607    0.919    0.000    1.646    0.000 iterator_ops.py:71(_device_stack_is_empty)
  1019358    1.233    0.000    1.642    0.000 ops.py:1794(<listcomp>)
   509622    0.860    0.000    1.632    0.000 callbacks.py:822(_implements_test_batch_hooks)
  1529347    1.627    0.000    1.627    0.000 {method 'values' of 'mappingproxy' objects}
  3059533    1.627    0.000    1.627    0.000 function.py:501(name)
  1537993    1.623    0.000    1.623    0.000 data_adapter.py:1232(should_sync)
  1528862    1.288    0.000    1.612    0.000 tensor_util.py:281(<listcomp>)
   311996    0.903    0.000    1.606    0.000 Hanabi.py:99(receive_hint)
   509619    1.596    0.000    1.596    0.000 {built-in method math.ceil}
   509622    0.850    0.000    1.595    0.000 callbacks.py:827(_implements_predict_batch_hooks)
  1019214    1.171    0.000    1.593    0.000 tensor_spec.py:116(_to_legacy_output_classes)
      990    0.003    0.000    1.590    0.002 callbacks.py:971(on_epoch_end)
   509793    1.183    0.000    1.589    0.000 types.py:135(__get__)
      990    0.010    0.000    1.587    0.002 callbacks.py:1019(_finalize_progbar)
  1019214    0.864    0.000    1.562    0.000 optimization_options.py:189(_autotune_buffers)
  1550248    1.561    0.000    1.561    0.000 iostream.py:93(_event_pipe)
   208442    0.554    0.000    1.556    0.000 Experiment.py:63(<listcomp>)
  4587106    1.545    0.000    1.546    0.000 ops.py:1922(<listcomp>)
  1528881    1.276    0.000    1.541    0.000 inspect.py:64(ismodule)
  1528854    1.266    0.000    1.513    0.000 inspect.py:277(isbuiltin)
  1528950    1.486    0.000    1.486    0.000 ops.py:3112(seed)
  3058017    1.482    0.000    1.482    0.000 function.py:2447(fullargspec)
   886285    1.472    0.000    1.472    0.000 {built-in method posix.getpid}
   516753    0.731    0.000    1.466    0.000 object_identity.py:134(__setitem__)
  1782196    1.454    0.000    1.459    0.000 {built-in method builtins.sum}
  3894455    1.450    0.000    1.450    0.000 Hanabi.py:16(handSize)
  1538121    1.441    0.000    1.441    0.000 function.py:265(__init__)
  1528821    1.413    0.000    1.413    0.000 tracking.py:143(__init__)
  1528970    1.096    0.000    1.404    0.000 function.py:443(<listcomp>)
  1538017    1.402    0.000    1.402    0.000 iterator_ops.py:895(_to_components)
  1528866    1.124    0.000    1.400    0.000 options.py:80(set_fn)
  2043568    1.398    0.000    1.398    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetStopOnThread}
  3058806    1.373    0.000    1.373    0.000 function.py:763(forward)
  1537993    1.372    0.000    1.372    0.000 data_adapter.py:1212(step_increment)
   509607    1.191    0.000    1.365    0.000 distribute_lib.py:943(experimental_distribute_dataset)
  1528851    1.353    0.000    1.353    0.000 api.py:217(convert)
   506763    0.652    0.000    1.341    0.000 shape_base.py:209(_arrays_for_stack_dispatcher)
  1528944    1.332    0.000    1.332    0.000 function.py:2479(vararg_name)
  1019835    1.329    0.000    1.329    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherVariableAccessed}
  1019214    0.886    0.000    1.295    0.000 dataset_ops.py:2792(<lambda>)
   509622    0.745    0.000    1.290    0.000 data_adapter.py:625(_is_list_of_scalars)
  1538113    1.282    0.000    1.282    0.000 trace.py:89(set_metadata)
  1528962    1.276    0.000    1.276    0.000 function.py:381(__init__)
  1530048    1.006    0.000    1.268    0.000 inspect.py:73(isclass)
  1528938    1.250    0.000    1.250    0.000 converter.py:170(as_tuple)
  1019230    0.965    0.000    1.237    0.000 op_def_library.py:447(<listcomp>)
  1528821    1.213    0.000    1.213    0.000 dataset_ops.py:4023(_should_unpack_args)
  1533606    1.203    0.000    1.203    0.000 enum.py:517(__new__)
  1528927    0.992    0.000    1.201    0.000 context.py:1841(global_seed)
  2038786    1.200    0.000    1.200    0.000 tensor_spec.py:73(name)
  1528821    0.960    0.000    1.196    0.000 base.py:1192(isspmatrix)
  1078100    1.194    0.000    1.194    0.000 Hanabi.py:303(availableActions)
  3058618    1.185    0.000    1.185    0.000 function.py:1974(structured_input_signature)
   221038    1.115    0.000    1.158    0.000 _methods.py:50(_count_reduce_items)
  1528952    1.157    0.000    1.157    0.000 ag_ctx.py:49(__init__)
  2043568    1.151    0.000    1.151    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRestartOnThread}
   509607    0.658    0.000    1.149    0.000 optimization_options.py:55(_graph_rewrites)
   509607    1.039    0.000    1.145    0.000 data_adapter.py:884(can_handle)
   509607    0.894    0.000    1.137    0.000 callbacks.py:269(set_params)
  1528944    1.120    0.000    1.120    0.000 variable_scope.py:1166(use_resource)
  1529039    1.106    0.000    1.106    0.000 ops.py:4981(switch_to_thread_local)
  1022159    1.102    0.000    1.102    0.000 resource_variable_ops.py:588(trainable)
  1531774    1.099    0.000    1.099    0.000 object_identity.py:38(unwrapped)
  3059465    1.090    0.000    1.090    0.000 func_graph.py:743(<listcomp>)
        1    0.000    0.000    1.089    1.089 py_checkpoint_reader.py:66(get_tensor)
        1    1.089    1.089    1.089    1.089 {built-in method tensorflow.python._pywrap_checkpoint_reader.CheckpointReader_GetTensor}
      990    0.008    0.000    1.083    0.001 training.py:1617(reset_metrics)
  1528866    0.736    0.000    1.080    0.000 data_adapter.py:247(_is_tensor)
  1528966    0.839    0.000    1.067    0.000 tensor_shape.py:1169(<genexpr>)
  3057642    1.059    0.000    1.059    0.000 dataset_ops.py:3409(function)
   269525    0.679    0.000    1.055    0.000 Experiment.py:42(<listcomp>)
  1771292    1.054    0.000    1.054    0.000 threading.py:506(is_set)
  1528821    1.049    0.000    1.049    0.000 def_function.py:423(functions_run_eagerly)
  1528944    1.037    0.000    1.037    0.000 function.py:3777(__init__)
  3067082    1.031    0.000    1.031    0.000 function.py:2014(<listcomp>)
  1531406    1.019    0.000    1.019    0.000 distribute_lib.py:771(extended)
   509666    0.859    0.000    1.012    0.000 execute.py:166(make_int)
  1021853    0.592    0.000    1.005    0.000 base_layer.py:2697(_maybe_create_attribute)
  3065301    1.005    0.000    1.005    0.000 inspect.py:2502(name)
  1025886    1.004    0.000    1.004    0.000 resource_variable_ops.py:498(dtype)
        8    0.003    0.000    1.002    0.125 save.py:168(__init__)
   509676    0.840    0.000    0.989    0.000 op_def_library.py:148(_MakeInt)
  3061334    0.964    0.000    0.964    0.000 function.py:1964(graph)
   269525    0.515    0.000    0.956    0.000 Hanabi.py:343(<listcomp>)
  1528821    0.949    0.000    0.949    0.000 tracking.py:146(resources)
  1529295    0.947    0.000    0.947    0.000 tf2.py:42(enabled)
    16000    0.264    0.000    0.943    0.000 random.py:263(shuffle)
  1530513    0.941    0.000    0.941    0.000 function.py:3780(release)
